sentence_1,sentence_2,label
"[5091, 5393, 8667, 588, 8106, 9846, 3462, 2249, 588, 9846, 3751, 6877, 9903, 588, 10609, 9876, 1302, 7986]","[9291, 5393, 2469, 1302, 2672, 2169, 392, 9876, 2169, 9267]",0
"[8387, 2876, 10001, 668, 588, 1929, 824, 2169, 10243]","[9291, 2876, 9854, 10451]",1
"[10247, 5, 8705, 4081, 9854, 8396, 6311, 8788]","[9291, 6778, 9854, 8667, 5079, 2249, 9389, 824, 8815, 3334, 6234]",0
"[8909, 867, 6578, 9647, 4691, 3797, 824, 588, 8199, 9267]","[8909, 867, 6578, 9647, 4691, 3797]",1
"[8387, 8507, 9854, 9389, 824, 588, 9267, 4843]","[5091, 4850, 6993, 4299, 588, 4424]",0
"[5091, 4850, 6993, 4299, 9224, 2249, 1588, 3908, 7491]","[5091, 4850, 6993, 4299, 4205, 2965]",1
"[3013, 824, 2169, 1853, 2672, 5986]","[9691, 6993, 6779, 4065, 824, 2169, 1853, 4110, 8995]",1
"[5091, 5393, 8561, 3616, 588, 3955, 2249, 588, 355, 5393, 8667, 7003, 7046, 8956, 4499, 5398, 2555]","[9291, 5393, 355, 5393, 6993, 3480, 8667, 7003]",0
"[5091, 5393, 824, 588, 10154, 2423, 2249, 9262, 7478, 6993, 518, 9903, 588, 9496]","[9291, 5393, 6993, 3480, 8667, 8631, 7478]",0
"[5091, 355, 5393, 8839, 6053, 588, 2866, 10507, 2169, 6481]","[9291, 5393, 8295, 9738, 2169, 552, 668, 2169, 1358]",0
"[5091, 355, 4818, 7519, 6053, 588, 9228, 6974, 588, 3822]","[5091, 9614, 6993, 7530, 707, 1239]",0
"[9291, 4205, 1082, 734, 2876, 9854, 10192, 6053, 588, 10385, 8829, 2907, 6993, 824, 8279, 8577]","[9291, 2876, 9854, 1044, 6469, 7778, 9696]",1
"[5091, 5393, 824, 588, 10385, 5062, 9193, 2249, 9846, 4707, 6877, 8523, 4205, 1417]","[5091, 5393, 824, 10385, 5062, 9193, 6877, 8523, 4205, 1417]",1
"[5091, 4850, 824, 588, 2736, 9193, 6993, 1040, 10814, 9903, 2520, 707, 8401, 6053, 707, 3859]","[9291, 4850, 824, 588, 2736, 9193, 7830, 10126, 8401, 6053, 707, 3859]",1
"[5091, 9614, 5743, 6053, 588, 585, 7199, 9995, 2520, 2169, 3205, 5848, 9876, 707, 4707, 2672, 7380, 7450, 7332]","[9291, 7626, 6993, 8667, 3710, 7478]",0
"[9291, 5393, 6993, 518, 6053, 7996, 5572, 8956, 5974]","[5091, 5393, 6877, 6053, 588, 9189, 824, 2169, 235]",0
"[5091, 5393, 6993, 1044, 1644, 4943, 588, 4495, 1322, 2169, 4075]","[5091, 5393, 6993, 9389, 6053, 588, 9251, 9107, 5844, 588, 1026]",0
"[5515, 6053, 7471, 9876, 588, 9567, 3973, 1090, 9017, 7710, 8956, 1180, 668, 219, 51, 7204]","[5091, 5393, 2520, 1090, 51, 7204, 6993, 6053, 2169, 1090]",1
"[5091, 9614, 3065, 8815, 7805, 2041, 8956, 2169, 368, 9769, 4205, 8492, 2869, 6053]","[8387, 8507, 8419, 588, 9614, 1242, 5398, 1105, 2169, 368]",1
"[5515, 2520, 588, 6111, 7733, 588, 355, 4850]","[5091, 5393, 7733, 588, 4850]",1
"[4593, 7011, 1853, 6993, 4024, 785]","[9291, 7011, 1853, 6993, 10094]",1
"[5091, 355, 7626, 2433, 9160, 3797, 588, 330, 8705, 95, 10197, 824, 588, 330, 7810]","[9291, 7626, 6993, 8175, 3447, 2169, 5349, 855]",0
"[5091, 2851, 1207, 7111, 4850, 8667, 2831, 1850, 7957, 6053, 588, 6468]","[9291, 4850, 6993, 8667, 6805]",0
"[2566, 8183, 9854, 8574, 6145, 8705, 8815, 1307, 2306]","[2566, 5342, 1828, 8250, 8956, 2169, 315]",1
"[5091, 5870, 8580, 9741, 6053, 2169, 882, 9876, 588, 4821, 2943]","[5091, 5870, 1044, 10451, 2520, 588, 9741, 1716]",0
"[5091, 5393, 2761, 824, 2169, 8362, 9876, 8003, 3126, 6072, 3797, 2672, 5398]","[5091, 5393, 6993, 2761, 824, 8003, 3126]",1
"[5091, 5393, 824, 588, 597, 8085, 7800, 1105, 588, 6111]","[5091, 4850, 824, 588, 1419, 7659, 8956, 588, 2975]",0
"[9291, 4850, 6993, 7519, 8705, 4289, 707, 3788, 824, 5974, 2672, 588, 2264, 9145]","[5091, 4850, 7830, 707, 3788, 824, 2169, 5974]",1
"[5091, 5393, 8667, 588, 8085, 2249, 588, 2423, 6993, 1044, 588, 2329, 5091, 7439, 6993, 4943, 8015]","[5091, 4850, 6993, 9017, 9638, 7619]",0
"[5091, 9614, 824, 588, 6598, 9193, 1044, 2520, 588, 9224, 4495]","[9291, 10768, 9614, 7830, 8591, 2289, 2520, 588, 4495, 824, 707, 10482]",0
"[5091, 5180, 9484, 10682, 2455, 8572, 3364, 2169, 5903]","[5091, 5180, 9484, 9524, 6053, 588, 368, 4745]",0
"[5515, 4209, 7352, 588, 997, 5759, 9876, 3195]","[5091, 5393, 10631, 7724, 10006, 588, 5723, 2907, 7830, 2984, 7485, 3195, 2249, 3678, 9986, 6993, 4633, 4392, 2959, 925, 1017]",0
"[5091, 1465, 3044, 588, 1710, 1105, 588, 5342, 477, 9267, 5715, 588, 5393, 2249, 4205, 1828, 9854, 9315, 6053, 2169, 6186]","[5091, 1465, 3044, 588, 1710, 1105, 588, 5342, 477, 9267, 5715, 588, 5393, 2249, 4205, 1828, 9854, 10682, 8915, 2455, 9275]",0
"[5091, 9614, 824, 588, 6598, 5062, 9193, 6993, 824, 9513, 9876, 8815, 5528, 2226]","[5091, 9614, 2761, 824, 9513, 9876, 8815, 5528, 2226]",1
"[5091, 5393, 4299, 588, 884, 8974, 2249, 8667, 588, 1716, 6053, 1421, 10350, 6993, 2761, 3368, 8956, 588, 5393, 8667, 588, 5421, 6034]","[8387, 6508, 2520, 884]",0
"[5091, 5393, 824, 588, 3665, 3548, 1768, 2520, 588, 9448, 4075]","[9291, 5393, 6993, 4326, 588, 9047]",0
"[5091, 355, 7626, 6993, 9389, 6053, 588, 5834, 2520, 588, 1859, 2199, 9876, 358, 6053, 1421, 10350]","[5091, 7626, 6993, 9266, 6053, 588, 9881]",0
"[7297, 268, 3798, 9250, 8586, 1442, 6496]","[3952, 9854, 9017, 6053, 2169, 6496]",1
"[8387, 2736, 6144, 4107, 5537, 2876, 10001, 668, 9627, 10063, 5681, 824, 7088]","[9291, 2876, 9854, 9315]",0
"[8387, 4850, 9389, 9140, 588, 2020, 8471, 9876, 588, 683, 7957]","[9291, 6508, 9854, 9389]",1
"[5091, 5696, 6053, 588, 3216, 2169, 4850, 6993, 2034, 2169, 9831, 953]","[9291, 5696, 9854, 846, 8279, 10669, 824, 2169, 7114, 9817, 9987, 9001, 428]",0
"[5091, 355, 7626, 5428, 588, 1968]","[5091, 7626, 6993, 4088, 588, 10109, 9876, 3894]",0
"[9891, 2876, 6072, 2672, 588, 2706, 3174]","[295, 4117, 6053, 3195, 3174]",1
"[5091, 5393, 6826, 2169, 4083, 824, 9513, 9876, 588, 309, 2520, 2608, 2249, 4205, 10270, 4372, 4320, 10678]","[5091, 1658, 549, 6053, 588, 2398, 3702, 824, 2169, 5950]",0
"[5091, 5342, 2975, 9876, 7986, 4882, 824, 588, 5342, 9872, 6010, 6496, 3276, 588, 3574, 7707, 3914, 2672, 2169, 7604, 9876, 2169, 9904]","[5091, 3862, 2975, 9876, 7986, 4882, 824, 588, 5342, 9872, 6010, 6496, 3276, 588, 10756, 7707, 3914, 2672, 2169, 7604, 9876, 2169, 9904]",0
"[5091, 8995, 1207, 7111, 4850, 8667, 588, 10385, 9193, 2249, 5421, 4707, 2520, 588, 5421, 2249, 9846, 5062, 2467, 8879, 2761, 824, 588, 8406, 10827]","[9291, 4850, 6993, 2761]",1
"[5515, 2761, 824, 9513, 6053, 4313, 6962, 3148, 2215]","[9291, 5393, 6993, 2761]",1
"[5091, 5393, 2520, 8106, 8746, 2249, 8667, 588, 5421, 9193, 87, 588, 10490, 9876, 4985, 9769, 2761, 824, 2169, 585]","[9291, 8106, 4402, 5393, 6993, 10682, 358, 824, 2169, 585]",1
"[5091, 4850, 2520, 588, 4685, 3391, 2249, 3034, 4850, 2520, 588, 459, 3548, 4826, 8956, 588, 358, 10740]","[8387, 6508, 8031, 5463, 588, 358, 10740]",0
"[5091, 2416, 1044, 6053, 4506, 2520, 588, 5478, 3126, 8471, 824, 2169, 392]","[5091, 2416, 6993, 1044, 6053, 588, 4506]",1
"[5091, 10609, 9876, 7986, 2761, 6053, 2169, 9538, 824, 9513, 9876, 588, 2135]","[3952, 9854, 2761, 3368, 8956, 588, 2135]",1
"[5091, 5393, 5743, 4320, 588, 4153]","[5091, 683, 518]",1
"[5091, 4850, 2520, 588, 9846, 4897, 6053, 707, 10350, 6993, 5167]","[5091, 4850, 8667, 588, 9846, 2416, 1164, 1044, 3007]",0
"[5091, 1595, 2249, 707, 5870, 7957, 668, 2169, 501, 2919, 824, 2919, 824, 1151]","[5091, 3455]",1
"[5091, 5347, 2306, 10432, 588, 5347]","[9291, 9614, 5262, 7297, 588, 9193]",0
"[5091, 683, 824, 9846, 9193, 2520, 5398, 4581, 824, 8279, 8746]","[9291, 683, 6993, 8667, 588, 9193]",1
"[9891, 4747, 2761, 4392, 588, 2135]","[9291, 4747, 9854, 10451]",1
"[75, 8078, 824, 2325, 7011, 9688, 4956, 8279, 6484, 1443, 2169, 3692]","[3952, 9854, 6072, 2672, 4866, 7116]",1
"[8387, 6778, 824, 9224, 2580, 9854, 2761, 824, 588, 6247]","[9291, 5393, 2469, 8749, 1867, 2831, 1022]",0
"[5091, 5393, 8667, 588, 10385, 2249, 5421, 1859, 10817, 2521, 4604, 639, 1124, 7041, 8956, 588, 5393, 824, 588, 2736, 3159, 9193]","[5091, 1084, 6993, 5361, 589, 6053, 588, 7590]",0
"[9891, 7579, 99, 8956, 5587, 2041, 588, 8015, 2520, 588, 8015, 8496]","[9891, 7579, 9854, 8142, 2169, 5903, 2520, 588, 8015, 8496]",0
"[5091, 5393, 4299, 8815, 5510, 6877, 6053, 2169, 6032, 9876, 588, 501]","[5091, 5393, 2520, 3710, 5510, 9122, 2041, 1421, 2221, 2672, 2169, 465]",0
"[8387, 4484, 10692, 824, 2705, 6053, 2169, 2087]","[9291, 774, 10266, 9854, 8908, 824, 2169, 8518, 824, 2169, 327]",0
"[9291, 4017, 824, 9224, 6993, 10507, 8815, 7985, 6579, 3220, 7561]","[9291, 4017, 6993, 10507, 8815, 7985, 6579, 3220, 7561]",1
"[5091, 5393, 6993, 10451, 9266, 358, 6053, 2169, 501, 3607]","[5091, 5393, 6993, 9266]",1
"[9691, 6993, 588, 5784, 9647, 5133, 588, 10385, 4531]","[4593, 5784, 3754, 2169, 10153, 9876, 8608, 4408]",0
"[5091, 5393, 8667, 588, 1899, 6993, 2761, 8031, 4441, 2169, 392, 9876, 588, 1359, 7826, 9769, 4205, 4706, 6778, 9854, 2761, 6053, 2169, 2209, 6974, 2169, 7826]","[2553, 5393, 6877, 4441, 2169, 1359, 7826, 2249, 4205, 4611, 7004, 6974, 10678]",1
"[10074, 9897, 4449, 4233, 3327]","[9291, 7621, 6993, 1044, 2520, 588, 4449, 4233, 3327]",1
"[5091, 7626, 824, 8468, 6993, 8667, 588, 2851, 9193]","[5091, 7626, 6993, 8667, 588, 9193]",1
"[5091, 5393, 824, 4797, 2249, 588, 9846, 9193, 6993, 7957, 668, 2169, 501]","[5091, 1136, 8473, 2041, 9876, 2169, 5950]",0
"[5818, 9960, 2672, 588, 358, 2277, 8956, 3286]","[9291, 9614, 6993, 6974, 2169, 358, 2277]",1
"[5091, 5349, 1954, 7485, 4850, 6993, 7957, 668, 2169, 501]","[5091, 5349, 1954, 7485, 4850, 6993, 10451]",1
"[8387, 7986, 8667, 4797, 1040, 2848, 6974, 588, 8084, 1710, 10328, 6683, 6704, 8279, 9238, 3447, 2169, 4075]","[9291, 7986, 9854, 8516, 8667, 4797]",0
"[5091, 7626, 824, 588, 2851, 9193, 1584, 5181, 6704, 668, 588, 10449, 2953, 691]","[9291, 7626, 6993, 4299, 6053, 8956, 588, 9125]",1
"[5091, 5393, 6993, 7170, 668, 588, 368, 824, 588, 7950]","[5091, 683, 6993, 2029, 8268, 668, 2169, 368]",1
"[957, 5393, 2520, 9846, 230, 6993, 6540, 1308, 6710, 6053, 588, 3174]","[5091, 355, 5393, 4616, 5289, 7085, 3364, 588, 3174]",0
"[5091, 2793, 9068, 6993, 4160, 2520, 588, 5393, 6053, 8815, 4348, 9176]","[5667, 9068, 2520, 588, 5393]",1
"[5091, 7798, 7203, 824, 2169, 10489, 4847, 9117]","[5091, 2943, 468, 8071, 588, 2362]",0
"[5091, 5393, 824, 588, 7950, 6053, 588, 5637, 4927, 9903, 588, 1644, 9876, 5974]","[9291, 5393, 6993, 824, 588, 1895]",0
"[4593, 1719, 9876, 3244, 5337, 5419, 1362, 1538]","[9291, 5419, 6480, 588, 9548]",1
"[9484, 5337, 4850, 1792, 5974, 3447, 588, 826]","[5091, 4850, 7288, 707, 9409, 2143]",0
"[5091, 4850, 7957, 824, 9513, 9876, 588, 7826, 2912, 8956, 3915, 2907, 6993, 7957, 5731, 707]","[5091, 4850, 6993, 174, 7061, 824, 9513, 9876, 588, 2943]",0
"[5091, 4850, 6993, 4338, 2249, 1741, 588, 9469, 8523, 588, 4413, 1082, 4362]","[9291, 4850, 5494, 3480, 10039]",0
"[5091, 5572, 1402, 9876, 588, 5342, 7626, 4338, 9769, 4299, 1442, 9638, 6488, 9791]","[5091, 5342, 5870, 6993, 4338]",1
"[10247, 824, 2169, 597, 5079, 9854, 2233, 2169, 501, 2249, 9986, 9854, 7986, 2520, 5329, 10820, 9854, 6848, 6053, 2169, 501]","[10247, 824, 5716, 9371, 9854, 9389, 6053, 8279, 4487, 1044, 9851, 6450]",0
"[9901, 6419, 824, 9846, 9193, 2520, 5421, 2249, 9846, 10359, 2260, 588, 2193, 824, 2169, 8271]","[9484, 10041, 7487, 6419, 6993, 6890, 588, 2193]",1
"[3952, 9389, 2672, 588, 4153, 2213, 2520, 1802, 7594, 588, 6142]","[3952, 5768, 1719, 9262]",1
"[5091, 4617, 824, 2831, 9846, 8839, 6053, 588, 1276, 2520, 588, 4495, 824, 707, 2919]","[5091, 4617, 8839, 6053, 588, 1276]",1
"[5091, 459, 7621, 10001, 6053, 588, 9538, 6974, 588, 4114, 8496]","[9691, 6993, 10126, 7257, 824, 3471, 10685, 2249, 1089, 7931, 6993, 10451]",1
"[8387, 6778, 6348, 6053, 9360, 2249, 10126, 5393, 677, 588, 6394, 9389, 10451]","[9691, 9854, 4205, 6778, 1044, 5023, 3691]",1
"[10247, 2249, 6508, 9389, 2672, 1638, 2520, 7629, 6053, 4153]","[3952, 9854, 4088, 8915]",1
"[5091, 5393, 6993, 10001, 3044, 2169, 5974, 8071, 6032, 4611, 5370, 2169, 4737]","[6465, 237, 6993, 10001]",1
"[5091, 7129, 8589, 2937, 7297, 4392, 2169, 235, 824, 1421, 5133, 4083, 6645]","[9691, 6993, 10449, 824, 2169, 10685]",1
"[5091, 1719, 9876, 2876, 9854, 10192, 588, 9125, 9903, 10801]","[295, 9854, 2302, 824, 2169, 10801]",1
"[5091, 4338, 4850, 7289, 2169, 6732, 9769, 1741, 588, 7336, 2520, 588, 4413, 1082, 4362, 8523, 707]","[9291, 4850, 6993, 4338]",1
"[8387, 355, 10343, 415, 7041, 1442, 588, 4484]","[8387, 355, 10343, 9854, 7170, 8956, 1242, 2169, 10293, 1699]",0
"[5515, 946, 6053, 2209, 6053, 588, 785, 501]","[5091, 5393, 6993, 9389, 6053, 588, 9228]",0
"[5091, 7626, 6993, 6265, 2169, 3686, 9876, 588, 4850, 824, 588, 9078, 2249, 588, 6598, 9233, 9769, 588, 5393, 2520, 588, 2398, 3702, 2249, 10743, 324, 7458]","[10209, 155, 6993, 6265]",0
"[10175, 824, 588, 5062, 10359, 648, 276, 9193, 4797, 2249, 459, 1564, 9595, 9315, 9769, 9389, 668]","[9291, 5393, 6993, 2761]",0
"[6593, 5590, 9854, 6053, 8815, 8875, 8518, 5020]","[9291, 10768, 5590, 9854, 824, 2169, 636]",0
"[5091, 7987, 355, 5393, 824, 2169, 3208, 3065, 10801]","[9291, 7406, 5393, 6993, 8908, 6053, 588, 9189]",0
"[5091, 5393, 8667, 588, 1419, 9193, 2249, 3876, 9389, 2672, 588, 3313]","[9291, 5393, 6993, 8667, 2628, 6494]",0
"[8387, 6778, 9854, 9389, 6053, 588, 9228]","[8387, 6778, 1775, 6053, 588, 9228]",1
"[5091, 5393, 824, 588, 9224, 3548, 7984, 588, 5951, 8956, 5998, 3797, 9638, 2209, 2520, 4706, 7986, 8419]","[5091, 5393, 8125, 9629, 2672, 2169, 2209, 2520, 588, 5951]",1
"[5091, 4850, 2520, 3710, 6539, 6053, 2249, 1247, 1686, 2936, 3368, 8956, 588, 10385, 2943]","[5091, 8350, 9374, 7485, 4850, 3160, 3368, 8956, 588, 10385, 2943]",0
"[5091, 5393, 10631, 824, 9513, 9876, 588, 3966, 8476, 2907, 7830, 2279, 2191, 9403]","[7297, 5263, 8705, 2169, 8476, 6993, 588, 5393]",0
"[5091, 5393, 2520, 588, 10459, 10350, 6993, 7834, 3034, 5393, 6053, 2169, 1496]","[9291, 4205, 6778, 10774, 6053, 2169, 8005]",0
"[7958, 588, 3886, 10385, 5950, 2249, 9224, 3208, 824, 2169, 7088, 588, 5393, 824, 10385, 10359, 2249, 588, 10385, 9193, 4746, 1931, 3044, 2169, 4285, 1400, 3324, 8546, 5398, 9846]","[5091, 5393, 4746, 1931, 3044, 5974]",1
"[5091, 8995, 1207, 7111, 355, 5393, 824, 588, 5062, 9193, 6877, 824, 9513, 9876, 588, 10685, 9876, 7646, 366]","[5091, 355, 5393, 7830, 588, 9193, 6053, 9769, 2761]",1
"[8387, 6508, 9854, 9995, 4299, 8468, 9876, 5116]","[8387, 6508, 9854, 9995]",1
"[5091, 7621, 7830, 1421, 6065, 6053, 2169, 2851, 1090, 9876, 588, 4356, 10413]","[5091, 7621, 6993, 8705, 588, 4356, 10413]",1
"[5091, 7621, 9647, 8956, 9812, 588, 4449, 4233, 3327, 9769, 7986, 8419]","[5091, 7621, 1044, 9812]",1
"[5091, 5878, 1396, 7289, 588, 9224, 5246]","[9291, 5878, 1396, 2469, 10406, 824, 1421, 246, 8945, 9315]",0
"[5091, 5870, 1044, 824, 10801]","[5091, 355, 683, 6993, 10451]",1
"[5091, 5393, 2520, 588, 2851, 3548, 6993, 10494, 10178, 3447, 2169, 8672, 99, 8956, 10039, 588, 10490, 9876, 7551]","[9291, 5393, 6993, 5385, 10227, 824, 2169, 1644]",0
"[8387, 6508, 7594, 588, 8415]","[8387, 6508, 6695]",1
"[5091, 5696, 9854, 9389, 6053, 588, 8518, 9228, 2520, 8330, 4581, 1782, 7979, 8956, 10678]","[5091, 5696, 1775, 6053, 2169, 9228, 5715, 2169, 5590, 7979, 588, 3513, 2851, 1782]",0
"[5091, 4850, 824, 8815, 5442, 10056, 3408, 588, 3899, 8759, 2291, 1370, 1716, 9876, 2243, 668, 4616, 7217, 10502]","[5091, 9075, 6993, 4088, 588, 2700]",0
"[8387, 6778, 9854, 6072, 2672, 9638, 4866, 4921, 4799, 6053, 588, 309]","[10537, 6778, 2912, 4186, 6753, 4921, 824, 588, 8737]",0
"[1062, 3145, 6053, 588, 1624, 4326, 2169, 2135, 10385]","[5091, 9522, 6993, 6053, 588, 1624]",1
"[5091, 10609, 9876, 7986, 9389, 6053, 249, 2672, 588, 1853, 8518]","[6465, 9854, 1044, 9812, 2520, 588, 4449, 4233, 3327]",0
"[5091, 9614, 824, 588, 2736, 9233, 5842]","[9291, 9614, 6993, 8667, 588, 9233]",1
"[5091, 355, 9614, 10225, 824, 9513, 9876, 588, 1853, 2135, 8667, 4024, 4316, 7478, 2249, 5646, 6598, 7317]","[9291, 9614, 6993, 3480, 8561, 824, 2831, 5421]",1
"[9291, 5045, 6993, 9876, 588, 2851, 3166, 4441, 588, 5342, 9846, 1716]","[9291, 3166, 6993, 9224]",0
"[5091, 8756, 2504, 51, 4169, 2249, 5071, 7830, 5172, 10466, 9389, 10451, 2912, 8956, 4048, 4706]","[9291, 7986, 4441, 9854, 1741]",0
"[8387, 355, 6508, 9854, 2912, 2520, 588, 355, 5393, 824, 588, 515, 9769, 4205, 4706, 355, 6778, 2869, 6053]","[9291, 5393, 824, 2169, 515, 6993, 1932, 8956, 2169, 6508]",1
"[5515, 824, 5421, 2520, 482, 7950, 7582, 7795, 3044, 588, 2976, 2520, 1400, 10385, 5974]","[5091, 5393, 6993, 2761, 824, 588, 2417]",0
"[5091, 7621, 9897, 588, 7568, 824, 95, 5052]","[5091, 7621, 6993, 9897, 588, 7568, 2520, 95, 8125, 1767]",0
"[5091, 5784, 5370, 588, 6290, 6053, 1421, 4817]","[9484, 10710, 6993, 3480, 4019, 2583, 6710]",0
"[3952, 2672, 3216, 6072, 2455, 7116, 824, 10449]","[8387, 7986, 9854, 824, 588, 4390, 4644, 2910, 9876, 7184, 1976]",0
"[5091, 5870, 4299, 588, 8496, 4398, 588, 9508]","[9691, 6993, 588, 5870, 4299, 588, 8496]",1
"[7894, 3731, 824, 588, 10411, 3992, 3616, 588, 10768, 9614, 6053, 2169, 3216, 2520, 588, 1331, 7342, 2893, 6159, 2520, 707, 3264, 1925, 3767, 3797, 2169, 10449, 824, 9190]","[7894, 3731]",1
"[5091, 10609, 9876, 7986, 7957, 3044, 588, 4196, 8518]","[9291, 7986, 9854, 7957, 4843]",1
"[5091, 4231, 9041, 7710, 2455, 2169, 6816]","[4998, 6993, 588, 4231, 9041]",1
"[5091, 4850, 3160, 4320, 8815, 9429, 7088]","[5091, 4850, 6993, 2761, 824, 9513, 9876, 588, 7088]",1
"[5091, 4850, 6993, 6072, 1760, 4299, 588, 5974, 8974, 824, 9513, 9876, 588, 309, 2520, 10536, 6053, 10678]","[9291, 4850, 6993, 3480, 4299, 588, 5974, 8974]",1
"[8387, 1828, 9854, 7957, 8705, 588, 5903]","[8387, 5590, 5385, 824, 588, 1644]",0
"[3952, 9389, 10451, 4088, 2249, 8580]","[2375, 1432, 3286, 4441, 2672, 588, 3996]",0
"[7937, 8396, 6053, 588, 2360, 2672, 2169, 6802]","[7937, 9122, 6053, 3616, 2169, 2360, 2581, 668]",0
"[5091, 5393, 824, 8815, 482, 5442, 10056, 2761, 824, 588, 585, 2207, 8264, 2920, 7445, 3814, 588, 10260, 9876, 358]","[5091, 5393, 824, 588, 9846, 5442, 10056, 4088, 588, 1913, 9876, 9038]",0
"[5091, 5393, 824, 588, 10385, 5062, 9193, 4921, 8815, 1927, 8471, 7439, 6993, 8667, 8815, 482, 6779, 10399]","[5091, 5393, 824, 588, 9193, 10427, 4921]",1
"[5091, 459, 5421, 2249, 9846, 7621, 7773, 8071, 6053, 2169, 1984]","[5091, 7621, 6993, 8175, 6053, 2169, 1984]",0
"[5091, 355, 6578, 8667, 588, 1786, 2664, 118, 3528, 6993, 6929, 8956, 588, 4818, 5402, 6993, 8667, 10385]","[5091, 683, 8667, 10385, 6993, 8574, 7897, 8956, 8705, 5393, 824, 1786, 2664, 118, 1392, 1467]",1
"[5515, 9787, 2249, 6029, 3172, 588, 346]","[5091, 5393, 6993, 4299, 588, 346]",1
"[4485, 6263, 1044, 588, 5347, 9007]","[10278, 9229, 1044]",1
"[5091, 138, 2761, 3368, 8956, 588, 808, 8203, 2672, 2169, 4075]","[5091, 7626, 6993, 6072, 2672, 2169, 4075]",1
"[3952, 8667, 5391, 8461, 10451]","[3952, 10451, 9854, 9403, 824, 1674, 9873]",1
"[5091, 4850, 2520, 588, 3148, 8470, 1063, 2455, 671, 6961, 6053, 588, 785, 6468]","[5091, 4850, 6993, 10451]",1
"[9291, 3665, 7621, 1572, 3797, 10449, 3616, 10678, 10]","[9291, 3665, 7621, 6993, 8175, 1211]",0
"[655, 2119, 1309, 2249, 4321, 9850, 9119, 5535, 8279, 2093, 668, 2169, 501]","[9291, 9898, 2249, 2371, 374, 9854, 6053, 9986, 2093, 10640]",1
"[5091, 5393, 6053, 588, 10801, 149, 10047, 10724, 8563, 2169, 4075]","[5091, 5393, 6993, 10801, 6525]",1
"[5091, 10768, 7626, 7289, 1421, 6103, 3249, 8736, 3368, 8956, 588, 3228, 9246, 4153]","[5091, 7626, 6993, 5428, 4672, 2672, 1421, 3438, 2168]",0
"[5091, 10756, 5393, 1044, 552]","[5091, 5393, 6993, 6974, 588, 552, 6432]",1
"[5091, 2975, 9876, 7986, 1775, 8815, 7110, 3364, 10326, 8439]","[3952, 9854, 10001, 824, 588, 4435]",0
"[9891, 7986, 9854, 6053, 588, 9001, 7762, 2850, 7426, 9380, 5536, 733, 6887]","[8013, 9854, 6053, 2169, 9001, 7762]",1
"[4684, 1052, 6778, 8561, 824, 9846, 2249, 2851, 2249, 2135, 10449, 9954, 7795, 2672, 2169, 3216]","[9291, 3216, 6993, 8413, 5177, 9876, 281, 9379, 2249, 10338, 5456]",0
"[7176, 6993, 4295, 9903, 2169, 246, 8667, 588, 5421, 2782, 4764]","[5091, 5870, 8667, 5421, 10, 9903, 2169, 246]",1
"[5091, 355, 3025, 6523, 7626, 7458, 824, 1696, 10218, 1675, 2672, 9638, 9311, 3447, 1139]","[5091, 355, 10581, 7626, 10394, 5059, 8705, 2169, 1139]",0
"[5091, 5393, 6993, 9389, 824, 588, 9539, 2672, 588, 4153, 5, 8705, 588, 5233, 9876, 7986]","[4533, 10126, 6993, 2672, 2169, 4153]",0
"[5091, 5337, 4656, 9614, 6072, 3044, 588, 2511]","[9291, 9614, 6993, 5337]",1
"[5091, 58, 2811, 8667, 588, 5421, 3818, 4820, 8869, 6993, 3276, 3044, 2169, 10489]","[9291, 58, 2811, 6993, 8175]",0
"[9564, 824, 3201, 2423, 8839, 824, 2169, 6877]","[5091, 4850, 6993, 9389]",1
"[5091, 5421, 2249, 459, 7621, 7773, 3044, 2169, 10801, 3368, 8956, 9638, 5681]","[4116, 6993, 10001]",0
"[5091, 7621, 2520, 5421, 2249, 459, 9728, 7773, 824, 2169, 10801]","[5091, 7621, 6993, 10001, 824, 2169, 10801]",1
"[5091, 5393, 824, 4797, 6993, 7984, 588, 6247, 9262, 7782, 8031, 7966, 9638, 3850, 864]","[5091, 5393, 6993, 4160, 6053, 5398, 2520, 588, 6247, 9262, 7782]",1
"[5091, 5393, 6993, 7957, 1421, 7621, 824, 2169, 1853, 2672, 5986]","[5091, 4850, 6993, 10427, 707, 7621, 2455, 588, 7110]",0
"[5091, 4617, 2520, 8995, 8746, 8561, 824, 2851, 6925, 2520, 282, 8401, 824, 2169, 10489]","[9291, 4617, 6993, 4516, 8561]",1
"[5091, 2508, 9876, 8780, 10118, 5551]","[8013, 3286, 4616, 7217]",0
"[9484, 481, 4850, 7659, 6053, 588, 10258, 9769, 10328, 8839]","[9291, 481, 4850, 6993, 824, 2169, 3200, 246, 824, 588, 7243]",0
"[5091, 5393, 824, 588, 4024, 671, 3528, 6993, 7984, 9638, 6587, 6679, 7242, 2543]","[9291, 5393, 6993, 1219, 6053, 2169, 6808, 4153]",0
"[7931, 10151, 7485, 6778, 6219, 2086, 6053, 2169, 501]","[9291, 6778, 9854, 5361, 2086, 824, 588, 7896]",0
"[5091, 4850, 6993, 7957, 2520, 588, 2851, 1822, 7485, 1206, 10512]","[5091, 4850, 6993, 4299, 8815, 8829, 2907, 8754, 707, 3447, 2169, 8672]",1
